
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"160","서울특별시 동대문구 용두동","39-446","0039","0446","용두아파트","47.5000","202604","27","45,000","-","4","개인","개인","1974","고산자로32길 44","-","중개거래","서울 동대문구","-"
"161","서울특별시 동대문구 전농동","10","0010","0000","전농SK","114.3000","202604","27","119,000","-","3","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","-"
"162","서울특별시 광진구 구의동","589-10","0589","0010","아크로리버","150.6416","202604","27","235,000","-","35","개인","개인","2004","구의강변로 64","-","중개거래","서울 광진구","-"
"163","서울특별시 성동구 마장동","818","0818","0000","현대","84.9100","202604","27","140,000","-","4","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","-"
"164","서울특별시 동대문구 제기동","153","0153","0000","안암골벽산","116.6900","202604","27","94,000","-","20","개인","개인","2003","약령시로 25","-","중개거래","서울 노원구","-"
"165","서울특별시 중랑구 신내동","656","0656","0000","화성.두산아파트","84.9900","202604","27","73,000","-","3","개인","개인","1995","신내로 155","-","중개거래","서울 중랑구","-"
"166","서울특별시 중랑구 신내동","650","0650","0000","신내6대주","59.7600","202604","27","66,000","-","9","개인","개인","1996","신내로19길 42","-","중개거래","서울 중랑구","-"
"167","서울특별시 성북구 종암동","131","0131","0000","아이파크종암동2차","59.6750","202604","27","84,000","-","2","개인","개인","2005","종암로9길 71","-","중개거래","서울 성북구","-"
"168","서울특별시 성북구 하월곡동","222","0222","0000","월곡두산위브","84.8430","202604","27","101,500","-","5","개인","개인","2003","오패산로 46","-","중개거래","서울 성북구","-"
"169","서울특별시 중랑구 신내동","654","0654","0000","진로아파트","101.8600","202604","27","87,000","-","11","개인","개인","1995","신내로17길 41","-","중개거래","서울 중랑구","-"
"170","서울특별시 중랑구 묵동","13","0013","0000","신내","49.7700","202604","27","50,000","-","11","개인","개인","1996","숙선옹주로 91","-","중개거래","서울 중랑구","-"
"171","서울특별시 동대문구 장안동","382-2","0382","0002","제이드파크(382-2)","17.1600","202604","27","10,400","-","10","개인","개인","2014","장한로21길 11-2","-","중개거래","서울 동대문구","-"
"172","서울특별시 성북구 종암동","34-3","0034","0003","종암선경","75.5000","202604","27","75,000","-","14","개인","개인","1996","종암로5길 26","-","중개거래","서울 성북구","-"
"173","서울특별시 중랑구 면목동","1522","1522","0000","두산4","84.8600","202604","27","84,800","-","7","개인","개인","2000","면목로35길 63","-","중개거래","서울 중랑구","-"
"174","서울특별시 동대문구 이문동","64","0064","0000","쌍용","59.9900","202604","27","98,000","-","4","개인","개인","2000","한천로58길 47","-","중개거래","서울 노원구","-"
"175","서울특별시 동대문구 휘경동","365","0365","0000","휘경동일하이빌","110.5600","202604","27","90,000","-","12","개인","개인","2005","장안벚꽃로5길 10","-","중개거래","서울 동대문구","-"
"176","서울특별시 강서구 등촌동","691-3","0691","0003","부영","80.6400","202604","27","98,000","-","1","개인","개인","1994","강서로56나길 110","-","중개거래","서울 강서구","-"
"177","서울특별시 양천구 신월동","1076","1076","0000","목동센트럴아이파크위브2단지","84.9700","202604","27","128,000","-","4","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"178","서울특별시 양천구 신월동","1076","1076","0000","목동센트럴아이파크위브2단지","84.9800","202604","27","130,000","-","21","개인","개인","2020","남부순환로83길 18","-","중개거래","서울 양천구","-"
"179","서울특별시 양천구 신월동","1026","1026","0000","양천벽산블루밍1단지","84.7700","202604","27","74,500","-","9","개인","개인","2006","월정로9길 17","-","중개거래","서울 양천구","-"
"180","서울특별시 양천구 신월동","1075","1075","0000","목동센트럴아이파크위브1단지","84.9700","202604","27","132,500","-","7","개인","개인","2020","남부순환로83길 17","-","중개거래","서울 양천구","-"
"181","서울특별시 양천구 신월동","1033","1033","0000","대성유니드","76.0000","202604","27","67,250","-","8","개인","개인","2004","신월로15길 21","-","중개거래","서울 양천구","-"
"182","서울특별시 강동구 상일동","28","0028","0000","강동리엔파크14단지","59.9400","202604","27","72,000","-","4","개인","개인","2021","고덕로98길 160","-","직거래","-","-"
"183","서울특별시 강동구 길동","477","0477","0000","이편한세상강동에코포레","84.9700","202604","27","117,000","101","7","개인","개인","2020","천중로 253","-","직거래","-","26.04.29"
"184","서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.9600","202604","27","61,500","-","18","개인","개인","2008","난곡로 30","-","중개거래","서울 관악구","-"
"185","서울특별시 서초구 잠원동","50-5","0050","0005","신반포12","55.4500","202604","27","163,750","326","9","법인","개인","1982","잠원로14길 41","-","직거래","-","26.04.27"
"186","서울특별시 동작구 동작동","332","0332","0000","이수교KCC스위첸","84.9800","202604","27","142,500","-","11","개인","개인","2006","동작대로45길 22","-","중개거래","서울 동작구","-"
"187","서울특별시 동작구 상도동","534","0534","0000","상도더샵2차","65.3700","202604","27","153,000","-","12","개인","개인","2014","장승배기로10길 100","-","중개거래","서울 동작구","-"
"188","서울특별시 관악구 신림동","1730","1730","0000","신림푸르지오","84.8700","202604","27","102,500","-","9","개인","개인","2005","남부순환로 1430","-","중개거래","서울 관악구","-"
"189","서울특별시 은평구 녹번동","276","0276","0000","대림아파트(276)","84.6800","202604","27","78,500","-","10","개인","개인","1993","통일로 590","-","중개거래","서울 은평구","-"
"190","서울특별시 은평구 불광동","643","0643","0000","북한산힐스테이트7차","114.9770","202604","27","140,000","-","6","개인","개인","2011","통일로 796","-","중개거래","서울 은평구","-"
"191","서울특별시 노원구 중계동","360-16","0360","0016","주공10","58.1400","202604","27","73,000","-","3","개인","개인","1995","노원로22길 53","-","중개거래","서울 노원구","-"
"192","서울특별시 노원구 중계동","359-1","0359","0001","주공5","44.5200","202604","27","51,500","-","9","개인","개인","1992","중계로 230","-","중개거래","서울 노원구","-"
"193","서울특별시 노원구 중계동","359-1","0359","0001","주공5","38.6400","202604","27","40,000","-","5","개인","개인","1992","중계로 230","-","중개거래","서울 노원구","-"
"194","서울특별시 노원구 중계동","364-12","0364","0012","주공6","44.1000","202604","27","45,500","-","6","개인","개인","1993","한글비석로8길 41","-","중개거래","서울 노원구","-"
"195","서울특별시 서대문구 홍제동","461","0461","0000","홍제삼성래미안","60.0000","202604","27","92,500","-","6","개인","개인","2001","통일로 319","-","중개거래","서울 서대문구","-"
"196","서울특별시 서대문구 홍제동","456","0456","0000","성원","55.3500","202604","27","60,000","-","8","개인","개인","1998","모래내로 430","-","중개거래","서울 서대문구","-"
"197","서울특별시 노원구 중계동","34-5","0034","0005","현대(6차)","59.8400","202604","27","57,000","-","18","개인","개인","2018","중계로8길 20","-","중개거래","서울 노원구","-"
"198","서울특별시 노원구 중계동","363-1","0363","0001","주공7","44.1000","202604","27","41,000","701","11","개인","개인","1993","한글비석로8길 42","-","직거래","-","26.04.27"
"199","서울특별시 은평구 진관동","102","0102","0000","박석고개1단지힐스테이트(116~131동)BL2-1","101.7600","202604","27","118,000","-","3","개인","개인","2009","진관1로 21-10","-","중개거래","서울 은평구","-"
"200","서울특별시 은평구 진관동","6","0006","0000","상림마을7단지아이파크(702~705동)BL1-4","101.9800","202604","27","84,000","-","6","개인","개인","2008","진관4로 77","-","직거래","-","-"
"201","서울특별시 서대문구 홍은동","467","0467","0000","북한산두산위브","84.9800","202604","27","95,800","-","12","개인","개인","2020","홍은중앙로3길 9","-","중개거래","서울 서대문구","-"
"202","서울특별시 서대문구 남가좌동","388","0388","0000","DMC센트럴아이파크","84.9700","202604","27","130,000","-","2","개인","개인","2018","증가로 150","-","중개거래","경기 성남시 중원구","-"
"203","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","59.3900","202604","27","60,000","-","15","개인","개인","1989","동일로228길 23","-","직거래","-","-"
"204","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","58.0100","202604","27","60,000","-","5","개인","개인","1988","덕릉로 459-21","-","중개거래","서울 노원구","-"
"205","서울특별시 은평구 수색동","419","0419","0000","DMCSK뷰아이파크포레","84.9500","202604","27","127,000","-","4","개인","개인","2025","수색로 322","-","중개거래","서울 은평구","-"
"206","서울특별시 은평구 증산동","252","0252","0000","인우","84.6500","202604","27","73,500","-","6","개인","개인","2003","증산로5길 2","-","중개거래","서울 은평구","-"
"207","서울특별시 은평구 역촌동","58-4","0058","0004","부호(101동)","79.7700","202604","27","54,970","-","5","개인","개인","2004","역말로4길 12-5","-","중개거래","서울 은평구","-"
"208","서울특별시 은평구 녹번동","276","0276","0000","대림아파트(276)","84.9400","202604","27","51,000","-","8","개인","개인","1993","통일로 586","-","중개거래","서울 은평구","-"
"209","서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","59.8700","202604","27","79,000","-","1","개인","개인","2011","백련산로 36","-","중개거래","서울 은평구","-"
"210","서울특별시 은평구 응암동","739","0739","0000","응암동금호","84.9300","202604","27","72,800","-","10","개인","개인","1998","응암로 318","-","중개거래","서울 은평구","-"
